CPU	1	0.069
CPU	3	0.071
CPU	5	0.069
CPU	7	0.071
CPU	9	0.068
CPU	11	0.072
CPU	13	0.068
CPU	15	0.072
CPU	17	0.067
CPU	19	0.073
CPU	21	0.067
CPU	23	0.073
CPU	25	0.066
CPU	27	0.074
CPU	29	0.066
CPU	31	0.074
CPU	33	0.065
CPU	35	0.075
CPU	37	0.065
CPU	39	0.075
CPU	41	0.064
CPU	43	0.076
CPU	45	0.064
CPU	47	0.076
CPU	49	0.070
CPU	51	0.069
CPU	53	0.071
CPU	55	0.069
CPU	57	0.071
CPU	59	0.068
CPU	61	0.072
CPU	63	0.068
CPU	65	0.072
CPU	67	0.067
CPU	69	0.073
CPU	71	0.067
CPU	73	0.073
CPU	75	0.066
CPU	77	0.074
CPU	79	0.066
CPU	81	0.074
CPU	83	0.065
CPU	85	0.075
CPU	87	0.065
CPU	89	0.075
CPU	91	0.064
CPU	93	0.076
CPU	95	0.064
CPU	97	0.076
CPU	99	0.070
CPU	101	0.069
CPU	103	0.071
CPU	105	0.069
CPU	107	0.071
CPU	109	0.068
CPU	111	0.072
CPU	113	0.068
CPU	115	0.072
CPU	117	0.067
CPU	119	0.073
CPU	121	0.067
CPU	123	0.073
CPU	125	0.066
CPU	127	0.074
CPU	129	0.066
CPU	131	0.074
CPU	133	0.065
CPU	135	0.075
CPU	137	0.065
CPU	139	0.075
CPU	141	0.064
CPU	143	0.076
CPU	145	0.064
CPU	147	0.076
CPU	149	0.070
CPU	151	0.069
CPU	153	0.071
CPU	155	0.069
CPU	157	0.071
CPU	159	0.068
CPU	161	0.072
CPU	163	0.068
CPU	165	0.072
CPU	167	0.067
CPU	169	0.073
CPU	171	0.067
CPU	173	0.073
CPU	175	0.066
CPU	177	0.074
CPU	179	0.066
CPU	181	0.074
CPU	183	0.065
CPU	185	0.075
CPU	187	0.065
CPU	189	0.075
CPU	191	0.064
CPU	193	0.076
CPU	195	0.064
CPU	197	0.076
CPU	199	0.070
IO	0	238
IO	2	258
IO	4	240
IO	6	256
IO	8	242
IO	10	254
IO	12	244
IO	14	252
IO	16	246
IO	18	250
IO	20	243
IO	22	253
IO	24	241
IO	26	255
IO	28	245
IO	30	251
IO	32	239
IO	34	257
IO	36	237
IO	38	259
IO	40	247
IO	42	249
IO	44	248
IO	46	248
IO	48	248
IO	50	238
IO	52	258
IO	54	240
IO	56	256
IO	58	242
IO	60	254
IO	62	244
IO	64	252
IO	66	246
IO	68	250
IO	70	243
IO	72	253
IO	74	241
IO	76	255
IO	78	245
IO	80	251
IO	82	239
IO	84	257
IO	86	237
IO	88	259
IO	90	247
IO	92	249
IO	94	248
IO	96	248
IO	98	248
IO	100	238
IO	102	258
IO	104	240
IO	106	256
IO	108	242
IO	110	254
IO	112	244
IO	114	252
IO	116	246
IO	118	250
IO	120	243
IO	122	253
IO	124	241
IO	126	255
IO	128	245
IO	130	251
IO	132	239
IO	134	257
IO	136	237
IO	138	259
IO	140	247
IO	142	249
IO	144	248
IO	146	248
IO	148	248
IO	150	238
IO	152	258
IO	154	240
IO	156	256
IO	158	242
IO	160	254
IO	162	244
IO	164	252
IO	166	246
IO	168	250
IO	170	243
IO	172	253
IO	174	241
IO	176	255
IO	178	245
IO	180	251
IO	182	239
IO	184	257
IO	186	237
IO	188	259
IO	190	247
IO	192	249
IO	194	248
IO	196	248
IO	198	248
