CPU	1	0.05
CPU	3	0.045
CPU	5	0.048
CPU	7	0.055
CPU	9	0.052
CPU	11	0.05
CPU	13	0.045
CPU	15	0.048
CPU	17	0.055
CPU	19	0.052
CPU	21	0.05
CPU	23	0.045
CPU	25	0.048
CPU	27	0.055
CPU	29	0.052
CPU	31	0.05
CPU	33	0.045
CPU	35	0.048
CPU	37	0.055
CPU	39	0.052
CPU	41	0.05
CPU	43	0.045
CPU	45	0.048
CPU	47	0.055
CPU	49	0.05
CPU	51	0.05
CPU	53	0.045
CPU	55	0.048
CPU	57	0.055
CPU	59	0.052
CPU	61	0.05
CPU	63	0.045
CPU	65	0.048
CPU	67	0.055
CPU	69	0.052
CPU	71	0.05
CPU	73	0.045
CPU	75	0.048
CPU	77	0.055
CPU	79	0.052
CPU	81	0.05
CPU	83	0.045
CPU	85	0.048
CPU	87	0.055
CPU	89	0.052
CPU	91	0.05
CPU	93	0.045
CPU	95	0.048
CPU	97	0.055
CPU	99	0.05
CPU	101	0.05
CPU	103	0.045
CPU	105	0.048
CPU	107	0.055
CPU	109	0.052
CPU	111	0.05
CPU	113	0.045
CPU	115	0.048
CPU	117	0.055
CPU	119	0.052
CPU	121	0.05
CPU	123	0.045
CPU	125	0.048
CPU	127	0.055
CPU	129	0.052
CPU	131	0.05
CPU	133	0.045
CPU	135	0.048
CPU	137	0.055
CPU	139	0.052
CPU	141	0.05
CPU	143	0.045
CPU	145	0.048
CPU	147	0.055
CPU	149	0.05
CPU	151	0.05
CPU	153	0.045
CPU	155	0.048
CPU	157	0.055
CPU	159	0.052
CPU	161	0.05
CPU	163	0.045
CPU	165	0.048
CPU	167	0.055
CPU	169	0.052
CPU	171	0.05
CPU	173	0.045
CPU	175	0.048
CPU	177	0.055
CPU	179	0.052
CPU	181	0.05
CPU	183	0.045
CPU	185	0.048
CPU	187	0.055
CPU	189	0.052
CPU	191	0.05
CPU	193	0.045
CPU	195	0.048
CPU	197	0.055
CPU	199	0.05
IO	0	763
IO	2	761
IO	4	762
IO	6	762.8
IO	8	761.2
IO	10	760
IO	12	764
IO	14	762
IO	16	763
IO	18	761
IO	20	762
IO	22	762.8
IO	24	761.2
IO	26	760
IO	28	764
IO	30	762
IO	32	763
IO	34	761
IO	36	762
IO	38	762.8
IO	40	761.2
IO	42	760
IO	44	764
IO	46	762
IO	48	763
IO	50	761
IO	52	762
IO	54	762.8
IO	56	761.2
IO	58	760
IO	60	764
IO	62	762
IO	64	763
IO	66	761
IO	68	762
IO	70	762.8
IO	72	761.2
IO	74	760
IO	76	764
IO	78	762
IO	80	763
IO	82	761
IO	84	762
IO	86	762.8
IO	88	761.2
IO	90	760
IO	92	764
IO	94	762
IO	96	763
IO	98	761
IO	100	762
IO	102	762.8
IO	104	761.2
IO	106	760
IO	108	764
IO	110	762
IO	112	763
IO	114	761
IO	116	762
IO	118	762.8
IO	120	761.2
IO	122	760
IO	124	764
IO	126	762
IO	128	763
IO	130	761
IO	132	762
IO	134	762.8
IO	136	761.2
IO	138	760
IO	140	764
IO	142	762
IO	144	763
IO	146	761
IO	148	762
IO	150	762.8
IO	152	761.2
IO	154	760
IO	156	764
IO	158	762
IO	160	763
IO	162	761
IO	164	762
IO	166	762.8
IO	168	761.2
IO	170	760
IO	172	764
IO	174	762
IO	176	763
IO	178	761
IO	180	762
IO	182	762.8
IO	184	761.2
IO	186	760
IO	188	764
IO	190	762
IO	192	763
IO	194	761
IO	196	762
IO	198	762.8
