CPU	1	0.102
CPU	3	0.104
CPU	5	0.102
CPU	7	0.104
CPU	9	0.101
CPU	11	0.105
CPU	13	0.101
CPU	15	0.105
CPU	17	0.100
CPU	19	0.106
CPU	21	0.100
CPU	23	0.106
CPU	25	0.099
CPU	27	0.107
CPU	29	0.099
CPU	31	0.107
CPU	33	0.098
CPU	35	0.108
CPU	37	0.098
CPU	39	0.108
CPU	41	0.097
CPU	43	0.109
CPU	45	0.097
CPU	47	0.109
CPU	49	0.103
CPU	51	0.102
CPU	53	0.104
CPU	55	0.102
CPU	57	0.104
CPU	59	0.101
CPU	61	0.105
CPU	63	0.101
CPU	65	0.105
CPU	67	0.100
CPU	69	0.106
CPU	71	0.100
CPU	73	0.106
CPU	75	0.099
CPU	77	0.107
CPU	79	0.099
CPU	81	0.107
CPU	83	0.098
CPU	85	0.108
CPU	87	0.098
CPU	89	0.108
CPU	91	0.097
CPU	93	0.109
CPU	95	0.097
CPU	97	0.109
CPU	99	0.103
IO	0	260
IO	2	280
IO	4	262
IO	6	278
IO	8	264
IO	10	276
IO	12	266
IO	14	274
IO	16	268
IO	18	272
IO	20	265
IO	22	275
IO	24	263
IO	26	277
IO	28	267
IO	30	273
IO	32	261
IO	34	279
IO	36	259
IO	38	281
IO	40	269
IO	42	271
IO	44	270
IO	46	270
IO	48	270
IO	50	260
IO	52	280
IO	54	262
IO	56	278
IO	58	264
IO	60	276
IO	62	266
IO	64	274
IO	66	268
IO	68	272
IO	70	265
IO	72	275
IO	74	263
IO	76	277
IO	78	267
IO	80	273
IO	82	261
IO	84	279
IO	86	259
IO	88	281
IO	90	269
IO	92	271
IO	94	270
IO	96	270
IO	98	270
